crawl_date,source,target,anchor_text
20091022191249,http://geocities.com/Area51/Cavern/6183/mordheim/mordheim-wood-elves.html,http://members.tripod.com/Nazareth_Barry,Website
20091027002556,http://uk.geocities.com/poliolg/,http://uk.geocities.com/poliolg/aldara/cheapest-aldara.html,cheapest aldara
20091028183748,http://www.nutss.org/video/Fucking_three_sluts-5121/,http://www.retrolesbianpics.com,Retro Lesbian Pics
20090902063448,http://geocities.com/swapneshb/index.html,http://photos.yahoo.com/swapneshb,Just photos
20091028103138,http://geocities.com/rinthnom1/FFM/?N=D,http://geocities.com/rinthnom1/FFM/FM0117W.jpg,FM0117W.jpg
20091022082151,http://geocities.com/musiclassical/performers/l.html,http://lugansky.homestead.com/,"Lugansky, Nikolai"
20091027072848,http://geocities.com/Paris/Cinema/5928/,http://geocities.com/Paris/Cinema/5928/spiderman.gif,spiderman.gif
20091027142609,http://geocities.com/a1_scholarship/power-verb-list.htm,http://geocities.com/new_free_phone,.
20091028102334,http://usuarios.lycos.es/alexxo/,http://usuarios.lycos.es/alexxo/teen-406/,teen-49
20091026143729,http://es.geocities.com/ivan_burkin/buss.htm,http://www.buscasalud.com/,BUSCASALUD
20091020181154,http://geocities.com/Heartland/Park/9423/jnd0003.html,http://geocities.com/Heartland/Park/9423/j0000018.html#I0506,Elizabeth ASHBAUGH
20090807120028,http://geocities.com/cslhockey/CSH_Finances.htm,http://geocities.com/cslhockey/profiles/728.htm,Jonas Andersson
20091027131636,http://geocities.com/madoka_18/lyrics/?M=A,http://geocities.com/madoka_18/lyrics/lyrics_yanzi04.htm,lyrics_yanzi04.htm
20091026143819,http://de.geocities.com/ninesuchen/vernon-duke.html,http://www.amazon.de/exec/obidos/redirect?tag=summersbucher&path=tg/browse/-/299956,Bücher
20091027140829,http://www.geocities.com/boys_teens/gay-teen-boys-naked.htm,http://www.geocities.com/boys_teens/free-pictures-of-gay-teen-boys.htm,gay teen boys naked click to enter free pictures of gay teen boys
20091025201101,http://geocities.com/muhammadiyun/whatsnew.htm,http://francais.artists.mp3s.com/artist_song/1154/1154222.html,Sourate Maryam versets 85-96
20091028102050,http://www.lastfm.fr/user/volcanoworship/charts?rangetype=3month&subtype=artists&change=language,http://www.lastfm.fr/music/Eugenius,Eugenius
20091028101746,http://www.geocities.jp/hotel4jp/belgium-hotel1.html,http://tokyo.cool.ne.jp/groupa4/roma-hotel.html,[}
20090807163255,http://www.wednesday-night.com/FedGovNotes.asp,http://www.cyberpresse.ca,Fr Presse
20090726200210,http://br.geocities.com/py2xz/keps_amsat.htm,http://br.geocities.com/py2xz/download.htm,Download
20090725075529,http://mx.geocities.com/lilia_gaby/,http://mx.geocities.com/lilia_gaby/Cnv0054.jpg,Cnv0054.jpg
20091027001450,http://www.geocities.com/jeffsheaven/Image/,http://www.geocities.com/jeffsheaven/Image/galaxy.jpg,galaxy.jpg
20091022082053,http://geocities.com/wilsonfbarbosa/wz02.htm,http://rds.yahoo.com/S=2766679/K=%22INORGANIC+CHEMISTRY%22/v=2/SID=e/l=WS1/R=83/H=0/*-http://www.chem.ukans.edu/KBOWMANJ,Kristin Bowman-James
20091022055153,http://geocities.com/lauriecash63/nuclear-assault-game-over.html,http://geocities.com/lauriecash63/nova-southeastern-on-line.html,Nova southeastern on-line
20090901190945,http://geocities.com/arkalmanac/1896/,http://www.anythingarkansas.com/arkapedia/pedia/James_Lee_Witt,James Lee Witt
20090830174158,http://geocities.yahoo.com/?url=/Petsburgh/4941/TEMPLATE.HTM%2526goback=/Avenues/Women/Fashion/more10p.html%2526this=WOMEN%2526topic=Women:Fashion,http://us.rd.yahoo.com/geohome/signinpage/demo/evt=7305/*http://smallbusiness.yahoo.com/webhosting/flash.php?file=sitesol4,View demo
20091025202154,http://geocities.com/thornfield8998/wedding.html,http://www.vallartavows.com/,Vallarta Vows
20090901150744,http://geocities.com/partisangolf/Dates2003.htm,http://www.golftoday.co.uk/clubhouse/coursedir/cambridgshire/lakesidelodge.html,Lakeside Lodge
20090830225649,http://geocities.com/azryane/philmont_306.htm,http://geocities.com/azryane/backcountry_cooking.htm,COOKING
20091028101336,http://luzonnuestropueblo.blogspot.com/2009/01/la-quinta-del-1919.html?widgetType=BlogArchive&widgetId=BlogArchive1&action=toggle&dir=open&toggle=YEARLY-1199174400000&toggleopen=MONTHLY-1230796800000,http://luzonnuestropueblo.blogspot.com/search/label/Luz%C3%B3n%20en%20general,Luzón en general
20091020181514,http://geocities.com/SouthBeach/Docks/2997/geobook.html,mailto:starr@ccrtc.com,starr@ccrtc.com
20091026222912,http://geocities.com/josantonio2/arequipa/quienessomos.html,http://www.geocities.com/josantonio2/arequipa/enviodinero.html,envío de dinero
20091024232024,http://geocities.com/downloadable_videos/asian262.html,http://geocities.com/downloadable_videos/babes328.html,babes328
20091027130943,http://geocities.com/madhukar_shukla/crebook/41.html,http://www.geocities.com/madhukar_shukla/crebook/43.html,Discovery Of Teflon
20090902064201,http://geocities.com/dokgaewthailand/p4/048.htm,http://geocities.com/dokgaewthailand/p4/006.htm,6
20091026223038,http://geocities.com/onfiregal/images/?S=A,http://geocities.com/onfiregal/images/faceswlcm.gif,faceswlcm.gif
20091027062847,http://hk.geocities.com/christmas24122003/cmt-sport2/?M=A,http://hk.geocities.com/christmas24122003/cmt-sport2/DSCF0710.jpg,DSCF0710.jpg
20090902063548,http://geocities.com/dardalf/Neo/Neokatechumenat/koinonia.html,http://www.geocities.com/Athens/Aegean/2034/,san_jose1 's Home Page
20091028102923,http://www.nutss.org/video/Blonde_rimms_senior-1512/,http://www.8teentgp.com,Girl TGP
20091027072634,http://geocities.com/pianoinfinito_1999/menu1.htm,http://geocities.com/pianoinfinito_1999/main11.html,Esperienze lavorative occupazionali
20091026143955,http://www.geocities.com/Colosseum/6213/ny.htm,mailto:jaz@jumpapparel.com,jaz@jumpapparel.com
20090729035105,http://geocities.com/skinut_bum/,http://www.psia.org,Professional Ski Instructor
20091028101937,http://www.myspace.com/index.cfm?fuseaction=user.viewProfile&vanity=l27clothing&__preferredculture=en-US&__ipculture=en-US,http://www.myspace.com/supapiratebootyhuntmusic,Music from SPBH the cartoon show
20091022190908,http://geocities.com/ralanis_99/trabajo3.html,http://geocities.com/ralanis_99/trabajo3.html#_ftn1,[1]
20091024232249,http://geocities.com/klip_fun_a2/ea060.htm,http://geocities.com/klip_fun_a2/ea054.htm,EA054
20091028184329,"http://www.huracanesyucatan.com/foro/index.php/topic,273.msg4885.html?board=5.0",http://www.huracanesyucatan.com/foro/index.php?action=profile;u=101,Real
20091028183811,http://www.key4u.org/bbs/del_comment.php?id=ucc&page=1&sn1=&divpage=1&sn=off&ss=on&sc=on&select_arrange=hit&desc=desc&no=142&c_no=7311,http://key4u.org/bbs/zboard.php?id=study,À¯ÇÐ Á¤º¸
20090805214909,http://geocities.com/alfil2_1999/paraisorestauradocontenido.html,http://www.geocities.com/alfil2_1999/paraisorestaurado4-17.html,4-17
20091025231552,http://geocities.com/ofclawsandfangs/ocaf14.html,http://geocities.com/ofclawsandfangs/ocaf15.html,Next Episode
20091026222840,http://geocities.com/juan_mol/Links.html,http://www.geocities.com/juan_mol/lacirculacion.html,La circulacion
20091028094843,http://geocities.com/Noonien_Soong2/Images/Haven98/?D=A,http://geocities.com/Noonien_Soong2/Images/Haven98/jtb2k2c.jpg,jtb2k2c.jpg
20091027030329,http://br.geocities.com/unicariguatu/CONHECAOSEUPNEU_arquivos/?N=D,http://br.geocities.com/unicariguatu/CONHECAOSEUPNEU_arquivos/tire_wear02.jpg,tire_wear02.jpg
20091028103432,http://luzonnuestropueblo.blogspot.com/2008/09/haciendo-repaso-las-actividades-del.html?widgetType=BlogArchive&widgetId=BlogArchive1&action=toggle&dir=open&toggle=MONTHLY-1225522800000&toggleopen=MONTHLY-1220252400000,http://luzonnuestropueblo.blogspot.com/,Página principal
20091028102424,http://luzonnuestropueblo.blogspot.com/2009/01/2009-ao-internacional-de-la-astronomia.html?widgetType=BlogArchive&widgetId=BlogArchive1&action=toggle&dir=open&toggle=MONTHLY-1217574000000&toggleopen=MONTHLY-1230796800000,http://luzonnuestropueblo.blogspot.com/search/label/Anuario%202008,Anuario 2008
20091027130248,http://geocities.com/SouthBeach/Strand/5576/CanadaNoir/Institutions/,http://www3.sympatico.ca/cher/,Scratch Back Club
20090807185336,http://geocities.com/derickcortez36/home-alarm-system-monitoring.html,http://www.geocities.com/ralphboyer13/history-of-the-lourve.html,History of the lourve
20091022055044,http://geocities.com/janetswanson49/bay-club-at-waikoloa-beach-resort.html,http://geocities.com/janetswanson49/sitemap.html,site map
20091026222805,http://geocities.com/mrzivago87/Images/?D=A,http://geocities.com/mrzivago87/Images/discover.jpg,discover.jpg
20090723114451,http://espanol.geocities.com/emoly188/curso_contable10b.htm,http://espanol.geocities.com/emoly188/curso_contable10.htm,Atrás
20090725080233,http://es.geocities.com/dragonz221980/?M=D,http://es.geocities.com/dragonz221980/Spindoctors-2Princes.mid,Spindoctors-2Princes..>
20091026143959,http://www.geocities.com/electionmodel/ElectionFraudAnalytics.htm,http://myvoices.blogs.com/blog/2006/06/greg_palast_abr.html,Greg Palast
20090807184607,http://geocities.com/denverdennis29/leroy-anderson.html,http://geocities.com/denverdennis29/afican-american-history-month.html,Afican american history month
20091027030513,http://ca.geocities.com/andbozk/wellbutrin/wellbutrin-and-pregnancy.html,http://ca.geocities.com/andbozk/wellbutrin/do-trazadone-and-wellbutrin-work-together.html,do trazadone and wellbutrin work together
20091028185154,http://www.youtube.com/watch?v=haxQ6g80GOw&feature=sdig&et=1244332351.74,http://www.youtube.com/watch?v=haxQ6g80GOw&feature=sdig&et=1244332351.74#,Flag
20091028130831,http://www.geocities.com/TimesSquare/Maze/8681/warriors.html,http://www.geocities.com/TimesSquare/Maze/8681/lead.html,Lead
20090806112543,http://geocities.com/biggestclassifieds/Kansas_Classifieds,http://www.leawood.org/,Leawood
20091027002411,http://hk.geocities.com/ia_ki/gareth/lyrics/,http://hk.geocities.com/ia_ki/gareth/lyrics/grease.htm,grease.htm
